Datum,Matchtyp,Omgång,Match,Resultat,Spelplats,Publik
19980830,Allsvenskan,18,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Örjans&nbspvall8 441,8441
19980825,UEFA-cupen,Kval 2,Fenerbache&nbspSK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Sükrü&nbspSaracoglu32 500,32500
19980822,Allsvenskan,17,IFK&nbspGöteborg – BK&nbspHäcken,D 1–1 (0–0),Gamla&nbspUllevi (1916)4 964,4964
19980816,Allsvenskan,16,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Ryavallen9 094,9094
19980811,UEFA-cupen,Kval 2,IFK&nbspGöteborg – Fenerbache&nbspSK,W 2–1 (1–0),Ullevi5 527,5527
19980808,Allsvenskan,15,IFK&nbspGöteborg – Örebro&nbspSK,W 2–0 (2–0),Gamla&nbspUllevi (1916)6 003,6003
19980801,Allsvenskan,14,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Malmö&nbspStadion7 105,7105
19980728,UEFA-cupen,Kval 1,IFK&nbspGöteborg – Union&nbspLuxembourg,W 4–0 (1–0),Ullevi3 073,3073
19980725,Svenska cupen,2,IFK Ölme –&nbspIFK&nbspGöteborg,W 0–6 (0–4),Ölme&nbspIdrottsplats2 500,2500
19980722,UEFA-cupen,Kval 1,Union&nbspLuxembourg –&nbspIFK&nbspGöteborg,W 0–3 (0–0),Stade&nbspJosy-Barthel352,352
19980718,Allsvenskan,13,IFK&nbspGöteborg – Halmstads&nbspBK,L 1–2 (1–1),Gamla&nbspUllevi (1916)6 255,6255
19980715,Vänskapsmatch,N/A,IFK&nbspGöteborg – Borussia&nbspDortmund,L 2–4 (0–2),Ullevi7 210,7210
19980711,Vänskapsmatch,N/A,Aarhus&nbspGF –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Frederikshavn&nbspStadion,
19980629,Allsvenskan,12,IFK&nbspGöteborg – AIK,L 0–1 (0–0),Gamla&nbspUllevi (1916)6 393,6393
19980621,Allsvenskan,11,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Vångavallen2 771,2771
19980614,Allsvenskan,10,IFK&nbspGöteborg – IF&nbspElfsborg,W 1–0 (0–0),Gamla&nbspUllevi (1916)6 599,6599
19980608,Allsvenskan,9,BK&nbspHäcken –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Rambergsvallen5 022,5022
19980604,Allsvenskan,8,IFK&nbspGöteborg – Malmö&nbspFF,W 1–0 (1–0),Gamla&nbspUllevi (1916)6 456,6456
19980601,Vänskapsmatch,N/A,FK&nbspHaugesund –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Haugesund&nbspStadion864,864
19980517,Allsvenskan,7,Örebro&nbspSK –&nbspIFK&nbspGöteborg,L 4–0 (2–0),Eyravallen6 014,6014
19980514,Allsvenskan,6,Östers&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Värendsvallen3 458,3458
19980511,Allsvenskan,5,IFK&nbspGöteborg – Örgryte&nbspIS,L 2–5 (2–3),Gamla&nbspUllevi (1916)12 213,12213
19980504,Allsvenskan,4,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Olympia12 093,12093
19980430,Svenska cupen,Kvartsfinal,IFK&nbspGöteborg – Örgryte&nbspIS,L 1–2 (1–1),Gamla&nbspUllevi (1916)4 074,4074
19980427,Allsvenskan,3,IFK&nbspGöteborg – IFK&nbspNorrköping,D 0–0 (0–0),Gamla&nbspUllevi (1916)5 001,5001
19980419,Allsvenskan,2,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Söderstadion9 684,9684
19980414,Allsvenskan,1,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,L 1–2 (1–2),Gamla&nbspUllevi (1916)6 014,6014
19980408,Svenska cupen,5,Örebro&nbspSK –&nbspIFK&nbspGöteborg,W 1–3 (0–3),Eyravallen2 437,2437
19980401,Svenska cupen,4,GAIS –&nbspIFK&nbspGöteborg,W 1–3 (1–1),Ullevi3 769,3769
19980327,Vänskapsmatch,N/A,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–4 (0–2),"Landskrona&nbspIdrottsplats,&nbspplan&nbsp4",
19980324,Vänskapsmatch,N/A,BK&nbspHäcken –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Klarebergsvallen,
19980321,Vänskapsmatch,N/A,IFK&nbspGöteborg – Moss&nbspFK,D 0–0 (0–0),Ullevi,
19980317,Vänskapsmatch,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 1–0 (0–0),Ullevi,
19980309,Vänskapsmatch,N/A,IFK&nbspGöteborg – AaB,W 3–0 (2–0),Ullevi,
19980306,Vänskapsmatch,N/A,IFK&nbspGöteborg – Aarhus&nbspGF,L 1–3 (0–2),Ullevi,
19980227,Vänskapsmatch,N/A,IFK&nbspGöteborg – Rosenborg&nbspBK,L 0–2 (0–0),Marbella,
19980225,Vänskapsmatch,N/A,IFK&nbspGöteborg – Vålerenga&nbspFotball,W 5–2 (3–2),Marbella,
19980223,Vänskapsmatch,N/A,IFK&nbspGöteborg – Aarhus&nbspGF,W 2–1 (2–1),Marbella,
19980217,Vänskapsmatch,N/A,IFK&nbspGöteborg – Norrby&nbspIF,L 0–1 (0–0),Valhalla&nbspIdrottsplats,
19980212,Vänskapsmatch,N/A,IFK&nbspGöteborg – SK&nbspBrann,W 2–0 (0–0),Valhalla&nbspIdrottsplats,
19980128,Vänskapsmatch,N/A,University&nbspof&nbspSouth&nbspFlorida –&nbspIFK&nbspGöteborg,W 1–3 (0–2),USF&nbspSoccer&nbspStadium700,700
19971216,Vänskapsmatch,N/A,Tampa&nbspBay&nbspMutiny –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Bryant&nbspStadium600,600
19971210,Champions League,6,FC&nbspBayern&nbspMünchen –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Münchens&nbspOlympiastadion27 000,27000
19971203,Vänskapsmatch,N/A,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–1 (1–0),Ullevi,
19971126,Champions League,5,IFK&nbspGöteborg – Paris&nbspSaint-Germain&nbspFC,L 0–1 (0–0),Ullevi19 323,19323
19971119,Vänskapsmatch,N/A,IFK&nbspGöteborg – Viborg&nbspFF,W 3–0 (2–0),Ullevi,
19971113,Vänskapsmatch,N/A,IFK&nbspGöteborg – Crystal&nbspPalace&nbspFC,W 2–1 (1–0),Ullevi1 000,1000
19971105,Champions League,4,IFK&nbspGöteborg – Besiktas&nbspJK,W 2–1 (2–1),Ullevi14 073,14073
19971026,Allsvenskan,26,IFK&nbspGöteborg – Helsingborgs&nbspIF,D 2–2 (2–1),Gamla&nbspUllevi (1916)8 651,8651
19971021,Champions League,3,Besiktas&nbspJK –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Inönü&nbspStadyum35 000,35000
19971018,Allsvenskan,25,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Vångavallen2 898,2898
19971006,Allsvenskan,24,IFK&nbspGöteborg – AIK,W 3–0 (1–0),Gamla&nbspUllevi (1916)7 034,7034
19971001,Champions League,2,IFK&nbspGöteborg – FC&nbspBayern&nbspMünchen,L 1–3 (0–2),Ullevi26 503,26503
19970927,Allsvenskan,23,Östers&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (1–0),Värendsvallen6 401,6401
19970924,Svenska cupen,3,Skövde&nbspAIK –&nbspIFK&nbspGöteborg,W 0–3 (0–0),Södermalms&nbspIdrottsplats4 104,4104
19970921,Allsvenskan,22,IFK&nbspGöteborg – IF&nbspElfsborg,D 2–2 (1–1),Gamla&nbspUllevi (1916)13 156,13156
19970917,Champions League,1,Paris&nbspSaint-Germain&nbspFC –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Parc&nbspdes&nbspPrinces26 189,26189
19970913,Allsvenskan,21,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–3 (0–1),Gamla&nbspUllevi (1916)8 684,8684
19970901,Allsvenskan,20,IFK&nbspGöteborg – Ljungskile&nbspSK,W 1–0 (1–0),Gamla&nbspUllevi (1916)7 243,7243
19970827,Champions League,Kval,Rangers&nbspFC –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Ibrox&nbspStadium45 585,45585
19970823,Allsvenskan,19,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Eyravallen7 263,7263
19970816,Allsvenskan,18,IFK&nbspGöteborg – IFK&nbspNorrköping,W 4–0 (2–0),Gamla&nbspUllevi (1916)4 833,4833
19970813,Champions League,Kval,IFK&nbspGöteborg – Rangers&nbspFC,W 3–0 (0–0),Ullevi23 125,23125
19970809,Allsvenskan,17,IFK&nbspGöteborg – Västerås&nbspSK,W 2–0 (1–0),Gamla&nbspUllevi (1916)4 168,4168
19970803,Allsvenskan,16,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,L 6–0 (1–0),Örjans&nbspvall11 503,11503
19970730,Allsvenskan,15,IFK&nbspGöteborg – Degerfors&nbspIF,D 2–2 (1–0),Gamla&nbspUllevi (1916)8 139,8139
19970727,Svenska cupen,2,Åsebro&nbspIF –&nbspIFK&nbspGöteborg,W 1–11 (0–3),Rudevi&nbspIdrottsplats3 014,3014
19970721,Allsvenskan,14,Malmö&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Malmö&nbspStadion13 597,13597
19970717,Vänskapsmatch,N/A,IFK&nbspGöteborg – Liverpool&nbspFC,W 1–0 (0–0),Ullevi36 158,36158
19970712,Vänskapsmatch,N/A,IFK&nbspGöteborg – Blackburn&nbspRovers,W 1–0 (0–0),Stadsparksvallen4 650,4650
19970709,Vänskapsmatch,N/A,IFK&nbspGöteborg – Motala&nbspAIF,W 5–1 (2–0),Ribbavallen,
19970628,Allsvenskan,13,IFK&nbspGöteborg – Malmö&nbspFF,D 1–1 (1–1),Gamla&nbspUllevi (1916)10 091,10091
19970622,Allsvenskan,12,Degerfors&nbspIF –&nbspIFK&nbspGöteborg,W 1–3 (0–2),Stora&nbspValla6 899,6899
19970616,Allsvenskan,11,IFK&nbspGöteborg – Halmstads&nbspBK,W 2–0 (1–0),Gamla&nbspUllevi (1916)11 002,11002
19970611,Allsvenskan,10,Västerås&nbspSK –&nbspIFK&nbspGöteborg,W 1–2 (0–0),Arosvallen10 034,10034
19970601,Allsvenskan,9,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 1–3 (1–2),Norrköpings&nbspIdrottspark8 112,8112
19970525,Allsvenskan,8,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 4–1 (1–1),Gamla&nbspUllevi (1916)5 296,5296
19970519,Allsvenskan,7,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Olympia14 085,14085
19970512,Allsvenskan,6,IFK&nbspGöteborg – Örebro&nbspSK,W 5–2 (3–2),Gamla&nbspUllevi (1916)6 144,6144
19970504,Allsvenskan,5,Ljungskile&nbspSK –&nbspIFK&nbspGöteborg,W 3–4 (1–2),Skarsjövallen5 549,5549
19970424,Allsvenskan,4,IFK&nbspGöteborg – Östers&nbspIF,W 3–0 (0–0),Gamla&nbspUllevi (1916)3 730,3730
19970421,Allsvenskan,3,AIK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Råsunda&nbspFotbollsstadion12 578,12578
19970417,Svenska cupen,5,Gefle&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Strömvallen4 726,4726
19970414,Allsvenskan,2,IFK&nbspGöteborg – Örgryte&nbspIS,W 2–0 (0–0),Gamla&nbspUllevi (1916)12 564,12564
19970407,Allsvenskan,1,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Ryavallen16 232,16232
19970402,Vänskapsmatch,N/A,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–1),"Ruddalens&nbspIdrottsplats,&nbspplan&nbsp2",
19970329,Vänskapsmatch,N/A,IFK&nbspGöteborg – Tromsø&nbspIL,W 3–2 (0–1),Ullevi1 027,1027
19970326,Vänskapsmatch,N/A,BK&nbspHäcken –&nbspIFK&nbspGöteborg,W 1–5 (1–4),Klarebergsvallen,
19970322,Vänskapsmatch,N/A,IFK&nbspGöteborg – Drøbak-Frogn&nbspIL,W 3–1 (2–0),Ullevi667,667
19970320,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stabæk&nbspFotball,W 5–2 (3–2),Ullevi402,402
19970314,Vänskapsmatch,N/A,IFK&nbspGöteborg – SK&nbspBrann,W 3–2 (3–1),Ullevi723,723
19970311,Vänskapsmatch,N/A,Qviding&nbspFIF –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Tuvevallen,
19970308,Vänskapsmatch,N/A,IFK&nbspGöteborg – FC&nbspKøbenhavn,D 2–2 (0–2),Ullevi,
19970228,Vänskapsmatch,N/A,IFK&nbspGöteborg – Tromsø&nbspIL,L 0–1 (0–1),"Paralimni,&nbspCypern",
19970224,Vänskapsmatch,N/A,IFK&nbspGöteborg – Odense&nbspBK,D 0–0 (0–0),"Paralimni,&nbspCypern",
19970222,Vänskapsmatch,N/A,IFK&nbspGöteborg – Viking&nbspFK,W 2–1 (1–0),"Paralimni,&nbspCypern",
19970218,Vänskapsmatch,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,L 3–4 (2–2),Valhalla&nbspIdrottsplats,
19970208,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,W 4–1 (0–1),Valhalla&nbspIdrottsplats500,500
19970109,Vänskapsmatch,N/A,IFK&nbspGöteborg – SK&nbspSturm&nbspGraz,L 1–4 (0–3),"Maspalomas,&nbspKanarieöarna",
19970108,Vänskapsmatch,N/A,IFK&nbspGöteborg – Roda&nbspJC,D 1–1 (0–1),"Maspalomas,&nbspKanarieöarna",
19961204,Champions League,6,IFK&nbspGöteborg – FC&nbspPorto,L 0–2 (0–0),Ullevi19 448,19448
19961126,Vänskapsmatch,N/A,Standard&nbspLiège –&nbspIFK&nbspGöteborg,W 4–5 (2–4),Stade&nbspde&nbspSclessin,
19961123,Vänskapsmatch,N/A,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Olympia,
19961120,Champions League,5,Rosenborg&nbspBK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Lerkendal&nbspStadion19 849,19849
19961105,Svenska cupen,4,Åtvidabergs&nbspFF –&nbspIFK&nbspGöteborg,W 3–4 (1–2),Kopparvallen2 588,2588
19961030,Champions League,4,AC&nbspMilan –&nbspIFK&nbspGöteborg,L 4–2 (3–2),Stadio&nbspGiuseppe&nbspMeazza29 803,29803
19961026,Allsvenskan,26,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 3–4 (1–1),Örjans&nbspvall5 758,5758
19961021,Allsvenskan,25,IFK&nbspGöteborg – IFK&nbspNorrköping,W 2–0 (0–0),Gamla&nbspUllevi (1916)15 063,15063
19961016,Champions League,3,IFK&nbspGöteborg – AC&nbspMilan,W 2–1 (0–0),Ullevi42 450,42450
19961012,Allsvenskan,24,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,W 0–6 (0–3),Vångavallen2 820,2820
19961003,Allsvenskan,23,IFK&nbspGöteborg – Östers&nbspIF,W 5–1 (2–0),Gamla&nbspUllevi (1916)3 923,3923
19960930,Allsvenskan,22,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–4 (0–2),Gamla&nbspUllevi (1916)6 188,6188
19960925,Champions League,2,FC&nbspPorto –&nbspIFK&nbspGöteborg,L 2–1 (1–0),Estádio&nbspdas&nbspAntas20 000,20000
19960921,Allsvenskan,21,IFK&nbspGöteborg – Örebro&nbspSK,L 0–2 (0–1),Gamla&nbspUllevi (1916)5 529,5529
19960918,Svenska cupen,3,Holmalunds&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (0–1),Brogårdsvallen2 436,2436
19960915,Allsvenskan,20,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 1–3 (1–3),Malmö&nbspStadion7 800,7800
19960911,Champions League,1,IFK&nbspGöteborg – Rosenborg&nbspBK,L 2–3 (1–1),Ullevi23 682,23682
19960907,Allsvenskan,19,IFK&nbspGöteborg – Degerfors&nbspIF,W 2–0 (1–0),Gamla&nbspUllevi (1916)6 629,6629
19960904,Allsvenskan,18,Umeå&nbspFC –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Gammliavallen12 127,12127
19960826,Allsvenskan,17,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 3–0 (1–0),Gamla&nbspUllevi (1916)6 122,6122
19960821,Champions League,Kval,Ferencváros&nbspTC –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Ülloi úti&nbspstadion8 500,8500
19960817,Allsvenskan,16,IFK&nbspGöteborg – IK&nbspOddevold,W 5–1 (0–0),Gamla&nbspUllevi (1916)6 409,6409
19960811,Allsvenskan,15,AIK –&nbspIFK&nbspGöteborg,L 6–0 (4–0),Råsunda&nbspFotbollsstadion9 457,9457
19960807,Champions League,Kval,IFK&nbspGöteborg – Ferencváros&nbspTC,W 3–0 (1–0),Norrköpings&nbspIdrottspark5 513,5513
19960731,Allsvenskan,14,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Olympia16 159,16159
19960727,Svenska cupen,2,IK&nbspArvika&nbspFotboll –&nbspIFK&nbspGöteborg,W 0–9 (0–7),Solviksvallen2 831,2831
19960724,Vänskapsmatch,N/A,IFK&nbspGöteborg – SL&nbspBenfica,W 1–0 (1–0),Stadsparksvallen,
19960720,Vänskapsmatch,N/A,IFK&nbspGöteborg – Brøndby&nbspIF,W 3–1 (0–0),Åsa&nbspIdrottsplats,
19960717,Vänskapsmatch,N/A,Skepplanda&nbspBTK –&nbspIFK&nbspGöteborg,W 0–6 (0–1),Forsvallen1 608,1608
19960713,Vänskapsmatch,N/A,IFK&nbspGöteborg – Hammarby&nbspIF,D 2–2 (0–2),Mockfjärds&nbspIdrottsplats,
19960710,Vänskapsmatch,N/A,IK&nbspBrage –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Sundens&nbspIdrottsplats,
19960629,Allsvenskan,13,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 4–1 (3–0),Gamla&nbspUllevi (1916)16 476,16476
19960624,Allsvenskan,12,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Norrköpings&nbspIdrottspark9 792,9792
19960617,Allsvenskan,11,IFK&nbspGöteborg – Halmstads&nbspBK,W 4–0 (2–0),Gamla&nbspUllevi (1916)8 320,8320
19960613,Allsvenskan,10,IFK&nbspGöteborg – AIK,L 0–1 (0–1),Gamla&nbspUllevi (1916)5 960,5960
19960610,Allsvenskan,9,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Stockholms&nbspStadion6 034,6034
19960605,Allsvenskan,8,IFK&nbspGöteborg – Umeå&nbspFC,W 4–0 (2–0),Gamla&nbspUllevi (1916)7 102,7102
19960527,Allsvenskan,7,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Eyravallen9 924,9924
19960520,Allsvenskan,6,IFK&nbspGöteborg – Örgryte&nbspIS,W 1–0 (0–0),Gamla&nbspUllevi (1916)8 581,8581
19960513,Allsvenskan,5,Östers&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Värendsvallen5 516,5516
19960505,Allsvenskan,4,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 1–0 (0–0),Gamla&nbspUllevi (1916)5 415,5415
19960502,Allsvenskan,3,IK&nbspOddevold –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Rimnersvallen10 605,10605
19960428,Allsvenskan,2,Degerfors&nbspIF –&nbspIFK&nbspGöteborg,W 2–7 (1–6),Stora&nbspValla7 664,7664
19960421,Allsvenskan,1,IFK&nbspGöteborg – Malmö&nbspFF,D 0–0 (0–0),Gamla&nbspUllevi (1916)11 657,11657
19960411,Vänskapsmatch,N/A,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Klarebergsvallen,
19960406,Vänskapsmatch,N/A,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Sannarps&nbspIdrottsplats,
19960331,Svenska cupen,4,IF&nbspSylvia –&nbspIFK&nbspGöteborg,L 2–1 (1–0),Norrköpings&nbspIdrottspark (grus)810,810
19960326,Triangelserien,N/A,IFK&nbspGöteborg – GAIS,W 7–0 (2–0),Grimbo&nbspBollfält250,250
19960322,Vänskapsmatch,N/A,Coventry&nbspCity&nbspFC –&nbspIFK&nbspGöteborg,L 6–5 (3–1),Highfield&nbspRoad,
19960320,Vänskapsmatch,N/A,Millwall&nbspFC –&nbspIFK&nbspGöteborg,W 1–4 (1–2),The&nbspNew&nbspDen,
19960316,Svenska cupen,Grupp J,Åsa&nbspIF –&nbspIFK&nbspGöteborg,W 1–4 (1–2),Åsa&nbspskolplan (grus)400,400
19960309,Triangelserien,N/A,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 2–0 (0–0),ÖIS-gården (grus)800,800
19960306,Vänskapsmatch,N/A,IFK&nbspGöteborg – Aarhus&nbspGF,W 1–0 (0–0),Valhalla&nbspIdrottsplats,
19960302,Vänskapsmatch,N/A,Yokohama&nbspF.&nbspMarinos –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Tokyos&nbspOlympiastadion28 113,28113
19960228,Vänskapsmatch,N/A,Vissel&nbspKobe –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Kobe,
19960224,Vänskapsmatch,N/A,IFK&nbspGöteborg – BK&nbspHäcken,W 2–1 (0–0),Valhalla&nbspIdrottsplats,
19960217,Vänskapsmatch,N/A,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 2–1 (1–1),Valhalla&nbspIdrottsplats,
19960213,Svenska cupen,Grupp J,IFK&nbspGöteborg – IK&nbspOddevold,W 2–1 (1–1),Valhalla&nbspIdrottsplats400,400
19960210,Svenska cupen,Grupp J,IFK&nbspUddevalla –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Fridhems&nbspIdrottsplats (grus)250,250
19960110,Vänskapsmatch,N/A,IFK&nbspGöteborg – SBV&nbspVitesse,W 1–0 (1–0),"Maspalomas,&nbspKanarieöarna",
19960109,Vänskapsmatch,N/A,IFK&nbspGöteborg – SK&nbspSturm&nbspGraz,D 1–1 (1–0),"Maspalomas,&nbspKanarieöarna",
19951201,Vänskapsmatch,N/A,Sydkoreansk&nbspligakomb. –&nbspIFK&nbspGöteborg,D 1–1,Pohang,
19951129,Vänskapsmatch,N/A,Sydkoreas&nbspOS-landslag –&nbspIFK&nbspGöteborg,L 2–1 (2–1),Pusan22 000,22000
19951028,Allsvenskan,26,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 2–0 (0–0),Gamla&nbspUllevi (1916)17 356,17356
19951023,Allsvenskan,25,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,D 2–2 (0–1),Söderstadion9 578,9578
19951016,Allsvenskan,24,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 2–0 (0–0),Gamla&nbspUllevi (1916)14 052,14052
19951007,Allsvenskan,23,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Olympia7 943,7943
19951002,Allsvenskan,22,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–3 (0–1),Olympia16 015,16015
19950925,Allsvenskan,21,IFK&nbspGöteborg – AIK,D 0–0 (0–0),Gamla&nbspUllevi (1916)7 883,7883
19950921,Svenska cupen,2,IFK&nbspMariestad –&nbspIFK&nbspGöteborg,W 0–3 (0–2),Lekevi2 340,2340
19950917,Allsvenskan,20,IFK&nbspGöteborg – Malmö&nbspFF,W 2–1 (1–0),Gamla&nbspUllevi (1916)10 918,10918
19950913,Svenska cupen,1,Melleruds&nbspIF –&nbspIFK&nbspGöteborg,W 1–7 (0–4),Rådavallen2 500,2500
19950909,Allsvenskan,19,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Ruddalens&nbspIdrottsplats4 372,4372
19950831,Allsvenskan,18,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Gamla&nbspUllevi (1916)11 107,11107
19950828,Allsvenskan,17,IFK&nbspGöteborg – Östers&nbspIF,W 3–1 (2–1),Gamla&nbspUllevi (1916)5 068,5068
19950823,Champions League,Kval,IFK&nbspGöteborg – Legia&nbspWarszawa,L 1–2 (1–0),Gamla&nbspUllevi (1916)11 017,11017
19950819,Allsvenskan,16,IFK&nbspGöteborg – Örebro&nbspSK,W 3–1 (1–0),Gamla&nbspUllevi (1916)6 658,6658
19950813,Allsvenskan,15,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 0–5 (0–2),Norrköpings&nbspIdrottspark6 986,6986
19950809,Champions League,Kval,Legia&nbspWarszawa –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Stadion&nbspWojska&nbspPolskiego10 500,10500
19950805,Allsvenskan,14,Degerfors&nbspIF –&nbspIFK&nbspGöteborg,W 0–3 (0–2),Stora&nbspValla6 243,6243
19950730,Allsvenskan,13,IFK&nbspGöteborg – Degerfors&nbspIF,W 3–0 (2–0),Gamla&nbspUllevi (1916)8 330,8330
19950727,Vänskapsmatch,N/A,IFK&nbspGöteborg – FC&nbspPorto,W 2–1 (1–0),Tingvalla&nbspIdrottsplats,
19950724,Vänskapsmatch,N/A,IFK&nbspGöteborg – Tottenham&nbspHotspur&nbspFC,L 0–2 (0–0),Påskbergsvallen4 378,4378
19950721,Vänskapsmatch,N/A,IFK&nbspMora –&nbspIFK&nbspGöteborg,W 2–6 (0–3),Prästholmens&nbspIdrottsplats,
19950718,Vänskapsmatch,N/A,IK&nbspBrage –&nbspIFK&nbspGöteborg,W 2–4 (1–3),Mockfjärds&nbspIdrottsplats2 000,2000
19950705,Allsvenskan,12,IFK&nbspGöteborg – IFK&nbspNorrköping,W 2–0 (0–0),Gamla&nbspUllevi (1916)11 458,11458
19950629,Allsvenskan,11,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,D 2–2 (0–2),Vångavallen4 673,4673
19950626,Allsvenskan,10,Örebro&nbspSK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Eyravallen9 403,9403
19950620,Allsvenskan,9,IFK&nbspGöteborg – Hammarby&nbspIF,W 2–0 (0–0),Gamla&nbspUllevi (1916)7 390,7390
19950607,Vänskapsmatch,N/A,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,W 0–2,Ruddalens&nbspIdrottsplats,
19950528,Allsvenskan,8,IFK&nbspGöteborg – Helsingborgs&nbspIF,D 1–1 (0–1),Gamla&nbspUllevi (1916)6 780,6780
19950521,Allsvenskan,7,AIK –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Råsunda&nbspFotbollsstadion4 889,4889
19950518,Allsvenskan,6,Malmö&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Malmö&nbspStadion7 050,7050
19950513,Allsvenskan,5,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,D 1–1 (0–1),Gamla&nbspUllevi (1916)4 234,4234
19950508,Allsvenskan,4,IFK&nbspGöteborg – Örgryte&nbspIS,W 3–0 (1–0),Gamla&nbspUllevi (1916)8 468,8468
19950504,Svenska cupen,Semifinal,AIK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Råsunda&nbspFotbollsstadion5 751,5751
